295	100
649	99303	0	0	0	1
87387	87499	1	0	1	1
99868	139150	0	0	0	1
139187	139217	0	0	0	1
139254	142365	0	0	1	1
142253	142618	1	1	0	1
142468	160595	0	0	0	1
151006	151095	2	0	0	2
164185	164540	0	2	0	1
165865	166264	0	1	0	1
166339	181139	0	0	0	1
181178	181209	0	0	0	1
181253	182519	0	1	0	1
266260	266358	4	0	0	2
309202	309289	2	0	1	2
322337	322840	2	0	0	2
372564	372648	2	0	0	2
373023	373091	1	2	0	1
387298	387413	1	0	1	1
404893	404989	2	2	2	2
430568	430951	1	0	1	1
432820	432947	1	2	0	1
448496	448570	2	0	0	2
595019	595529	1	2	0	1
628646	628727	2	0	2	2
655325	655654	1	1	0	1
669172	669266	2	0	2	2
676898	677403	2	1	0	1
688661	689017	2	0	0	2
724354	724433	1	0	0	1
724574	724643	1	3	0	1
737000	737088	1	0	0	1
850071	850422	2	0	2	2
859758	859870	1	1	0	1
862169	862581	1	0	1	1
863935	864322	1	0	0	1
911023	911106	1	2	0	1
920236	920656	2	0	0	2
937597	937693	2	0	0	2
984572	984665	2	0	0	2
1404680	1404746	2	0	1	2
1410080	1410156	1	0	0	1
1410238	1410333	1	0	0	1
1414604	1414679	2	0	0	2
1473257	1473339	2	0	1	2
1478048	1478354	2	0	0	2
1594081	1594134	1	0	0	1
1594381	1594432	1	1	0	1
1900314	1900384	1	2	0	1
1952674	1953164	1	1	1	1
2052610	2053014	1	1	1	1
2065027	2065327	1	0	2	1
2074406	2074516	2	1	0	2
2089982	2090051	2	0	0	2
2102733	2102813	1	1	0	1
2142341	2142772	2	0	0	2
2143435	2143799	1	1	0	1
2149052	2149343	2	0	0	2
2157290	2157710	1	0	0	1
2172532	2172641	1	2	0	1
2234369	2234491	1	1	0	1
2266394	2266479	2	0	0	2
2293025	2293104	2	0	0	2
2326567	2326905	1	2	0	1
2404641	2404730	2	0	2	2
2414486	2415024	1	0	1	1
2464913	2465180	1	2	1	1
2550255	2550365	2	0	0	2
2568710	2568782	2	0	0	2
2908321	2908409	2	0	0	2
2938818	2938900	1	0	0	1
3047887	3047987	1	0	0	1
3071852	3072617	1	0	1	1
3073640	3073833	2	0	1	2
3101779	3101870	2	0	1	2
3154627	3154706	2	0	0	2
3154730	3154825	2	0	0	2
3190246	3190559	2	1	1	2
3194979	3195413	1	1	0	1
3236810	3237193	1	1	0	1
3285467	3285855	2	0	0	2
3342068	3342323	2	0	0	2
3412194	3412472	2	1	0	2
3538551	3538673	1	2	0	1
3554969	3555056	1	1	0	1
3565769	3565861	2	1	2	2
3573546	3573648	2	0	0	2
3590944	3591451	2	1	1	2
3646398	3646485	2	0	0	2
3676526	3676922	2	0	0	2
3713100	3713565	1	1	0	1
3714521	3714622	1	0	0	1
3714731	3714841	1	0	0	1
3754976	3755050	2	0	0	2
3803585	3804055	1	0	0	1
3839446	3839970	1	0	0	1
3955327	3955418	1	0	0	1
4248681	4248989	2	0	1	2
4258163	4258276	2	0	0	2
4258903	4259223	2	0	0	2
4270142	4270393	0	1	0	1
4397596	4397689	2	0	0	2
4415571	4415717	2	3	1	2
4436313	4436384	1	3	0	1
4750018	4750169	2	0	0	2
4780723	4780780	1	0	0	1
4791580	4791728	2	0	0	2
4875791	4875873	2	1	1	2
4885946	4886585	1	1	0	1
4968478	4968677	1	2	0	1
5029607	5030117	1	3	0	1
5065400	5065484	2	0	0	2
5083556	5084023	2	1	0	2
5084118	5084576	2	0	0	2
5154271	5154340	1	2	0	1
5157685	5157914	1	1	1	1
5215957	5216049	2	0	0	2
5216529	5216590	2	1	0	2
5262230	5262312	1	0	0	1
5274422	5274898	1	3	0	1
5445630	5445948	1	0	0	1
5577852	5578064	2	0	1	2
5639256	5639710	1	0	2	1
5664919	5665011	1	1	3	1
5803475	5803622	1	0	0	1
6031209	6031981	4	0	1	2
6133715	6134112	1	2	2	1
6137141	6137203	1	1	0	1
6155861	6156421	1	1	0	1
6158838	6158956	1	0	1	1
6167550	6167717	2	1	0	2
6177426	6177975	2	2	1	2
6216824	6216985	2	0	1	2
6219059	6219159	2	0	0	2
6280465	6280557	1	1	1	1
6284947	6285059	2	1	0	2
6291664	6291749	2	0	0	2
6327670	6327793	2	0	0	2
6345081	6345167	2	0	0	2
6384174	6384264	1	0	0	1
6411616	6412056	2	0	1	2
6528029	6528095	2	0	0	2
6534557	6534825	2	0	0	2
6587925	6588023	3	0	0	1
6820342	6820729	2	0	0	2
6863442	6863503	1	0	3	1
6884459	6884892	1	0	0	1
6914839	6915128	2	3	1	2
6970969	6971056	3	0	0	1
6982181	6982265	1	0	0	1
7041556	7041645	2	0	1	2
7047704	7048112	2	0	1	2
7072301	7072772	2	0	0	2
7132518	7132917	1	1	3	1
7151682	7151682	0	0	0	2
7164110	7164240	2	0	2	2
7344613	7345000	2	0	0	2
7390300	7390442	2	0	0	2
7413828	7414235	1	1	0	1
7415970	7416355	1	0	1	1
7431126	7431442	1	0	1	1
7496821	7497280	2	2	0	2
7705816	7705933	1	0	0	1
7727380	7727466	2	0	1	2
7736525	7736601	2	0	0	2
7775259	7775374	1	0	0	1
7809215	7809294	2	1	1	2
7920379	7921083	3	0	0	1
7948338	7948612	1	0	1	1
7977841	7977889	0	0	0	1
8042831	8043086	2	0	0	2
8209465	8209540	1	0	0	1
8236044	8236349	1	0	1	1
8281738	8282120	1	0	0	1
8285082	8285432	1	1	2	1
8409562	8409887	1	0	0	1
8556922	8557062	2	0	0	2
8558501	8558898	1	2	2	1
8564304	8564371	1	0	0	1
8574173	8574276	2	1	0	2
8576418	8576486	2	0	0	2
8678147	8678468	1	0	2	1
8744841	8745208	2	0	0	2
8752368	8752442	1	0	0	1
8916811	8916909	4	0	0	2
8922346	8922444	4	0	0	2
8953117	8953295	2	0	1	2
9155216	9155574	1	0	2	1
9163755	9163841	2	0	2	2
9176100	9176488	1	0	0	1
9199362	9199450	2	0	1	2
9240153	9240293	2	0	1	2
9311427	9311520	1	1	0	1
9435564	9435922	1	0	0	1
9461572	9461657	2	0	0	2
9463353	9463468	2	0	0	2
9477349	9477407	2	2	0	2
9607277	9607366	1	0	0	1
9625620	9626049	2	1	1	2
9657048	9657181	1	1	0	1
9678968	9679023	2	1	0	2
9679076	9679143	2	0	0	2
9699510	9699606	1	0	0	1
9732225	9732671	1	4	0	1
9769469	9769951	1	1	2	1
9844244	9844592	2	0	0	2
9900036	9900106	1	1	2	1
9937467	9937548	1	0	0	1
9941763	9942146	1	0	1	1
9979979	9980257	1	0	1	1
10227407	10227505	4	0	0	2
10246976	10247273	2	0	1	2
10305906	10305988	1	0	0	1
10322875	10322990	2	0	1	2
10347358	10347772	2	1	0	2
10363706	10363798	2	0	0	2
10386924	10387331	2	0	1	2
10429713	10429818	1	0	0	1
10435060	10435185	1	0	0	1
10446996	10447396	2	0	1	2
10448855	10448953	2	0	0	2
10449507	10449904	1	1	1	1
10460207	10460568	1	1	1	1
10561433	10561518	1	1	0	1
10648613	10648768	1	0	0	1
10723494	10723766	2	1	2	2
10741179	10741500	1	2	0	1
10761064	10761179	1	1	2	1
10774417	10774818	2	0	1	2
10775567	10776110	1	0	0	1
10874776	10875238	1	2	1	1
10876391	10876462	2	0	2	2
10890549	10890632	2	1	0	2
10944814	10944960	2	0	2	2
10956081	10956490	1	2	0	1
10977358	10977834	2	0	0	2
11078432	11078513	1	0	0	1
11278123	11278270	2	0	0	2
11320482	11320589	1	0	0	1
11334561	11335111	2	0	4	2
11336207	11336638	2	2	0	2
11417338	11417442	2	0	0	2
11457680	11457774	1	0	0	1
11603511	11604022	1	1	0	1
11623143	11623238	1	0	0	1
11638221	11638342	1	1	1	1
11652875	11652966	2	4	0	2
11687097	11688098	1	1	0	1
11716013	11716357	2	0	0	2
11766711	11767159	2	0	1	2
11807061	11807151	2	0	0	2
11817478	11817556	1	0	0	1
11829797	11829870	1	0	0	1
11881977	11882060	1	0	0	1
11895131	11895472	1	0	0	1
11993957	11994488	2	1	0	2
12138984	12139397	1	1	0	1
12151064	12151453	2	0	2	2
12152467	12152913	2	2	0	2
12299571	12299648	2	1	0	2
12301065	12301127	2	1	0	2
12564561	12564961	1	0	0	1
12611289	12611497	2	0	2	2
12737003	12737413	2	1	1	2
12837293	12837819	2	0	0	2
12844121	12844121	0	0	0	1
12925583	12926019	1	2	0	1
12959201	12959626	2	0	0	2
12970519	12970865	2	1	0	2
13375184	13375331	2	0	0	2
13445329	13445566	2	4	1	2
13465497	13465576	2	0	1	2
13508069	13508207	1	0	0	1
13542506	13542914	1	0	0	1
13543009	13543415	1	0	1	1
13587988	13588087	1	0	1	1
13651482	13652006	1	0	0	1
13674648	13674752	1	0	0	1
13714786	13714937	2	0	2	2
13747337	13747730	2	0	2	2
13774298	13774798	1	0	1	1
13775988	13776408	1	0	0	1
13781603	13782353	1	1	0	1
13828347	13828347	0	0	0	1
13862259	13862360	2	0	0	2
13951899	13952041	2	0	0	2
13992918	13993050	1	0	0	1
14023508	14023910	1	0	1	1
14047534	14047619	2	3	0	2
14098726	14098821	2	0	0	2
14164370	14164734	1	0	0	1
14203034	14203167	1	2	0	1
14252728	14252826	1	0	0	1
14280617	14280692	1	0	2	1
14312391	14312538	1	0	0	1
